t1,W,root_labels,middle_modulus_gap,beta1_abs,beta2_abs,beta3_abs,beta4_abs,n_beta_caption
-3.0,0,abab,3.1656946721608157,0.05538195292072175,0.44559004158512894,3.6112847137459445,11.221076625081537,200
-2.96,0,abab,3.1166309128737724,0.056012139647393135,0.4540236141455008,3.5706545270192733,11.012643052521167,200
-2.92,0,abab,3.0672124489607833,0.05665706976420042,0.4627971479416825,3.530009596902466,10.803869518724984,200
-2.88,0,abab,3.017416830234873,0.057317275392408606,0.47193256103938486,3.489349391274258,10.594734105627282,200
-2.84,0,abab,2.9672195717105994,0.05799331499548446,0.4814537799605829,3.4486733516711823,10.385212886706082,200
-2.8,0,abab,2.916593907055379,0.05868577505593734,0.49138698455534996,3.407980891610729,10.175279682111317,200
-2.76,0,abab,2.865510503859861,0.059395271883899516,0.501760890922906,3.367271394782767,9.964905775743759,200
-2.7199999999999998,0,abab,2.813937133407061,0.06012245356986025,0.5126070796897451,3.326544213096806,9.75405958697692,200
-2.68,0,abab,2.7618382859229826,0.060868002095342204,0.5239603786483423,3.285798664571325,9.542706288018326,200
-2.64,0,abab,2.7091747201272693,0.061632635616859034,0.5358593109225384,3.2450340310498076,9.330807355744128,200
-2.6,0,abab,2.6559029331205712,0.062417110940242826,0.5483466226058529,3.204249555726424,9.118320044060816,200
-2.56,0,abab,2.6019745330387902,0.06322222620441387,0.5614699074234625,3.1634444404622526,8.905196759243204,200
-2.52,0,abab,2.5473354921863303,0.06404882379591208,0.575282350684424,3.1226178428707545,8.691384315982244,200
-2.48,0,abab,2.4919252521273347,0.06489779351806572,0.5898436210212661,3.081768873148601,8.4768230456454,200
-2.44,0,abab,2.435675643892286,0.06577007604158225,0.6052209467327982,3.0408965906250844,8.26144571993387,200
-2.4,0,abab,2.3785095752200145,0.06666666666666667,0.6214904247799854,3.0,8.045176241886681,200
-2.36,0,abab,2.3203394213922044,0.0675886194305718,0.6387386258438907,2.959078047236095,7.827928040822776,200
-2.32,0,abab,2.261065034930146,0.06853705159883765,0.6570645801376827,2.9181296150678286,7.609602086528983,200
-2.2800000000000002,0,abab,2.2005712594912876,0.06951314858348044,0.6765822585918984,2.877153518083186,7.390084408074769,200
-2.24,0,abab,2.1387247905326046,0.07051816933715492,0.6974237067969072,2.836148497329512,7.169242959869761,200
-2.2,0,abab,2.0753701630992674,0.07155345227896688,0.7197430512884324,2.7951132143876998,6.946923615378235,200
-2.16,0,abab,2.0103245548218363,0.07262042181531893,0.7437216900295114,2.754046244851348,6.722944976637157,200
-2.12,0,abab,1.9433709523043228,0.07372059552811733,0.7695751188342266,2.7129460711385494,6.497091547832441,200
-2.08,0,abab,1.8742490117113428,0.0748555921130826,0.7975620628422412,2.671811074553584,6.269104603824426,200
-2.04,0,abab,1.8026425971261475,0.0760271401630696,0.8279969293774492,2.6306395265035967,6.038669737289218,200
-2.0,0,abab,1.7281624077930053,0.07723708790554856,0.8612671709681122,2.5894295787611177,5.8053994956985555,200
-1.96,0,abab,1.6503211267269742,0.07848741402014048,0.8978581259195519,2.548179252646526,5.568808540747115,200
-1.92,0,abab,1.5684967780720704,0.07978023968183962,0.9383896489127563,2.5068864269848268,5.32827701775391,200
-1.88,0,abab,1.4818767099535162,0.08111784199891114,0.9836721147142389,2.465548824667755,5.082994551952428,200
-1.84,0,abab,1.3893681130775646,0.08250266904218809,1.0347958845469145,2.424163997624479,4.8318707821197515,200
-1.8,0,abab,1.2894470614562028,0.0839373566955555,1.0932822485149085,2.3827293099711113,4.573384418151758,200
-1.76,0,abab,1.1798854020765646,0.0854247475969813,1.1613565169931208,2.3412419190696854,4.305310149673545,200
-1.72,0,abab,1.0572084905146528,0.086967912487018,1.242490263664996,2.2996987541796488,4.02417640300167,200
-1.68,0,abab,0.9154678989603324,0.08857017433911717,1.342628593367217,2.2580964923275495,3.7240380732994485,200
-1.64,0,abab,0.7428435342101254,0.09023513571573895,1.4735879967408023,2.2164315309509277,3.393078669925864,200
-1.5999999999999999,0,abab,0.5080332901208864,0.09196670987911276,1.6666666666666672,2.1746999567875536,2.999999999999999,200
-1.56,1,aabb,0.1031704671226028,0.0937691562894794,2.1328975103771874,2.2360679774997902,2.2360679774997902,200
-1.52,1,aabb,0.1450484320848333,0.09564712125171007,2.0910195454149565,2.23606797749979,2.23606797749979,200
-1.48,1,aabb,0.18700699546296518,0.09760568462984169,2.0490609820368246,2.23606797749979,2.23606797749979,200
-1.44,1,aabb,0.22905172457991396,0.09965041374679115,2.0070162529198754,2.2360679774997894,2.2360679774997894,200
-1.4,1,aabb,0.2711887366676484,0.10178742583452534,1.964879240832141,2.2360679774997894,2.2360679774997894,200
-1.3599999999999999,1,aabb,0.31342477154632276,0.10402346071319929,1.922643205953467,2.23606797749979,2.23606797749979,200
-1.32,1,aabb,0.35576727660939045,0.1063659657762675,1.8803007008903994,2.23606797749979,2.23606797749979,200
-1.28,1,aabb,0.3982245067025989,0.10882319586947585,1.837843470797191,2.23606797749979,2.23606797749979,200
-1.24,1,aabb,0.44080564214523843,0.11140433131211513,1.7952623353545514,2.23606797749979,2.23606797749979,200
-1.2,1,aabb,0.48352092900348875,0.11411961817036616,1.7525470484963006,2.2360679774997894,2.2360679774997894,200
-1.16,1,aabb,0.5263818468600254,0.11698053602690223,1.7096861306397644,2.23606797749979,2.23606797749979,200
-1.1199999999999999,1,aabb,0.5694013108331228,0.12000000000000002,1.6666666666666665,2.2360679774997894,2.2360679774997894,200
-1.08,1,aabb,0.6125939166285419,0.12319260579541923,1.6234740608712475,2.2360679774997894,2.2360679774997894,200
-1.04,1,aabb,0.6559762401711693,0.12657492933804568,1.580091737328621,2.2360679774997902,2.2360679774997902,200
-1.0,1,aabb,0.6995672071754906,0.13016589634236717,1.5365007703242992,2.23606797749979,2.23606797749979,200
-0.96,1,aabb,0.7433885533474169,0.13398724251429353,1.4926794241523729,2.23606797749979,2.23606797749979,200
-0.9199999999999999,1,aabb,0.7874654034891777,0.13806409265605438,1.448602574010612,2.23606797749979,2.23606797749979,200
-0.8799999999999999,1,aabb,0.8318270087360045,0.14242569790288112,1.4042409687637853,2.23606797749979,2.23606797749979,200
-0.8399999999999999,1,aabb,0.8765076972966306,0.14710638646350713,1.3595602802031592,2.23606797749979,2.23606797749979,200
-0.7999999999999998,1,aabb,0.9215481183610341,0.15214680752791024,1.3145198591387561,2.2360679774997902,2.2360679774997902,200
-0.7599999999999998,1,aabb,0.9669968962633255,0.157595585430202,1.2690710812364643,2.23606797749979,2.23606797749979,200
-0.7199999999999998,1,aabb,1.01291287119831,0.16351156036518602,1.2231551063014803,2.2360679774997902,2.2360679774997902,200
-0.6800000000000002,1,aabb,1.059368199339452,0.16996688850632882,1.1766997781603379,2.23606797749979,2.23606797749979,200
-0.6400000000000001,1,aabb,1.1064527481800093,0.17705143734688664,1.12961522931978,2.2360679774997894,2.2360679774997894,200
-0.6000000000000001,1,aabb,1.1542805092639987,0.18487919843087636,1.0817874682357902,2.236067977499789,2.236067977499789,200
-0.56,1,aabb,1.2029992778011973,0.19359796696807488,1.0330686996985916,2.236067977499789,2.236067977499789,200
-0.52,1,aabb,1.2528058757427298,0.20340456490960648,0.98326210175706,2.23606797749979,2.23606797749979,200
-0.48,1,aabb,1.3039713362444911,0.2145700254113678,0.9320966412552987,2.23606797749979,2.23606797749979,200
-0.43999999999999995,1,aabb,1.3568853265704583,0.22748401573733507,0.8791826509293315,2.23606797749979,2.23606797749979,200
-0.3999999999999999,1,aabb,1.4121413812637447,0.24274007043062187,0.8239265962360446,2.2360679774997894,2.2360679774997894,200
-0.3599999999999999,1,aabb,1.4707205352139796,0.26131922438085614,0.7653474422858102,2.23606797749979,2.23606797749979,200
-0.31999999999999984,1,aabb,1.5344613194756123,0.28506000864248937,0.7016066580241771,2.2360679774997894,2.2360679774997894,200
-0.2799999999999998,1,aabb,1.6076719328382836,0.3182706220051602,0.6283960446615062,2.23606797749979,2.23606797749979,200
-0.23999999999999977,1,aabb,1.708497785995391,0.3790964751622671,0.5275701915043993,2.2360679774997902,2.2360679774997902,200
-0.19999999999999973,1,aabb,1.7888543819998324,0.447213595499958,0.447213595499958,2.2360679774997902,2.2360679774997902,200
-0.16000000000000014,1,aabb,1.788854381999832,0.44721359549995787,0.44721359549995787,2.23606797749979,2.23606797749979,200
-0.1200000000000001,1,aabb,1.7888543819998313,0.44721359549995804,0.44721359549995804,2.2360679774997894,2.2360679774997894,200
-0.08000000000000007,1,aabb,1.7888543819998317,0.44721359549995804,0.44721359549995804,2.23606797749979,2.23606797749979,200
-0.040000000000000036,1,aabb,1.788854381999832,0.4472135954999579,0.4472135954999579,2.23606797749979,2.23606797749979,200
0.0,1,aabb,1.7888543819998317,0.44721359549995804,0.44721359549995804,2.23606797749979,2.23606797749979,200
0.040000000000000036,1,aabb,1.788854381999832,0.4472135954999579,0.4472135954999579,2.23606797749979,2.23606797749979,200
0.08000000000000007,1,aabb,1.7888543819998313,0.44721359549995804,0.44721359549995804,2.2360679774997894,2.2360679774997894,200
0.1200000000000001,1,aabb,1.788854381999832,0.44721359549995787,0.44721359549995787,2.23606797749979,2.23606797749979,200
0.16000000000000014,1,aabb,1.7888543819998317,0.44721359549995804,0.44721359549995804,2.23606797749979,2.23606797749979,200
0.20000000000000018,1,aabb,1.788854381999832,0.447213595499958,0.447213595499958,2.23606797749979,2.23606797749979,200
0.2400000000000002,1,aabb,1.4482687803113719,0.44721359549995804,0.44721359549995804,1.89548237581133,2.637850957522004,200
0.28000000000000025,1,aabb,1.1441395145258406,0.447213595499958,0.447213595499958,1.5913531100257985,3.141980223307536,200
0.3200000000000003,1,aabb,0.9780864477124873,0.4472135954999579,0.4472135954999579,1.4253000432124452,3.5080332901208893,200
0.3599999999999999,1,aabb,0.8593825264043229,0.44721359549995787,0.44721359549995787,1.3065961219042808,3.826737211429051,200
0.3999999999999999,1,aabb,0.7664867566531515,0.4472135954999579,0.4472135954999579,1.2137003521531093,4.119632981180223,200
0.43999999999999995,1,aabb,0.6902064831867176,0.4472135954999579,0.4472135954999579,1.1374200786866755,4.395913254646657,200
0.48,1,aabb,0.6256365315568809,0.447213595499958,0.447213595499958,1.072850127056839,4.660483206276494,200
0.52,1,aabb,0.5698092290480743,0.44721359549995804,0.44721359549995804,1.0170228245480324,4.9163105087853,200
0.56,1,aabb,0.5207762393404163,0.4472135954999579,0.4472135954999579,0.9679898348403742,5.165343498492959,200
0.6000000000000001,1,aabb,0.47718239665442364,0.447213595499958,0.447213595499958,0.9243959921543816,5.408937341178952,200
0.6400000000000001,1,aabb,0.4380435912344753,0.4472135954999579,0.4472135954999579,0.8852571867344332,5.6480761465989,200
0.6800000000000002,1,aabb,0.40262084703168616,0.4472135954999579,0.4472135954999579,0.8498344425316441,5.88349889080169,200
0.7200000000000002,1,aabb,0.37034420632597187,0.44721359549995787,0.44721359549995787,0.8175578018259297,6.115775531507404,200
0.7600000000000002,1,aabb,0.34076433165105163,0.4472135954999579,0.4472135954999579,0.7879779271510096,6.345355406182324,200
0.8000000000000003,1,aabb,0.31352044213959296,0.447213595499958,0.447213595499958,0.7607340376395509,6.572599295693783,200
0.8399999999999999,1,aabb,0.2883183368175777,0.447213595499958,0.447213595499958,0.7355319323175357,6.797801401015796,200
0.8799999999999999,1,aabb,0.26491489401444773,0.44721359549995804,0.44721359549995804,0.7121284895144058,7.021204843818925,200
0.9199999999999999,1,aabb,0.24310686778031382,0.44721359549995804,0.44721359549995804,0.6903204632802719,7.24301287005306,200
0.96,1,aabb,0.2227226170715098,0.4472135954999579,0.4472135954999579,0.6699362125714677,7.463397120761863,200
1.0,1,aabb,0.2036158862118777,0.44721359549995804,0.44721359549995804,0.6508294817118357,7.682503851621496,200
1.04,1,aabb,0.18566105119027043,0.447213595499958,0.447213595499958,0.6328746466902284,7.900458686643104,200
1.08,1,aabb,0.16874943347713828,0.4472135954999579,0.4472135954999579,0.6159630289770962,8.117370304356236,200
1.12,1,aabb,0.15278640450004222,0.44721359549995787,0.44721359549995787,0.6000000000000001,8.333333333333332,200
1.1600000000000001,1,aabb,0.1376890846345531,0.44721359549995787,0.44721359549995787,0.584902680134511,8.548430653198823,200
1.2000000000000002,1,aabb,0.12338449535187301,0.44721359549995787,0.44721359549995787,0.5705980908518309,8.7627352424815,200
1.2400000000000002,1,aabb,0.10980806106061791,0.44721359549995787,0.44721359549995787,0.5570216565605758,8.976311676772756,200
1.2800000000000002,1,aabb,0.09690238384742128,0.44721359549995804,0.44721359549995804,0.5441159793473793,9.189217353985953,200
1.3200000000000003,1,aabb,0.08461623338137952,0.4472135954999579,0.4472135954999579,0.5318298288813375,9.401503504451997,200
1.3600000000000003,1,aabb,0.07290370806603846,0.4472135954999579,0.4472135954999579,0.5201173035659964,9.613216029767337,200
1.4000000000000004,1,aabb,0.061723533672668585,0.447213595499958,0.447213595499958,0.5089371291726266,9.824396204160706,200
1.4400000000000004,1,aabb,0.051038473233997794,0.4472135954999579,0.4472135954999579,0.4982520687339557,10.035081264599377,200
1.4800000000000004,1,aabb,0.04081482764925043,0.4472135954999579,0.4472135954999579,0.48802842314920836,10.245304910184124,200
1.5200000000000005,1,aabb,0.031022010758592344,0.4472135954999579,0.4472135954999579,0.47823560625855027,10.455097727074783,200
1.5600000000000005,1,aabb,0.021632185947439098,0.4472135954999579,0.4472135954999579,0.468845781447397,10.664487551885937,200
1.6000000000000005,0,abab,0.1401664506044375,0.3333333333333327,0.4598335493955637,0.6000000000000012,10.87349978393777,200
1.6399999999999997,0,abab,0.22744005540647755,0.29471759934816066,0.45117567857869484,0.6786157339851724,11.082157654754635,200
1.6799999999999997,0,abab,0.3019567429643038,0.26852571867344344,0.44285087169558596,0.7448076146598898,11.290482461637744,200
1.7199999999999998,0,abab,0.3699957181652439,0.2484980527329992,0.43483956243509014,0.804835280600334,11.49849377089824,200
1.7599999999999998,0,abab,0.43393829194980255,0.23227130339862412,0.4271237379849066,0.8610620299347091,11.706209595348424,200
1.7999999999999998,0,abab,0.49499010015257394,0.21865644970298168,0.41968678347777766,0.9146768836303516,11.913646549855553,200
1.8399999999999999,0,abab,0.55386081121301,0.20695917690938287,0.4125133452109405,0.9663741564239505,12.120819988122392,200
1.88,0,abab,0.61100970039593,0.19673442294284774,0.40558920999455567,1.0165989103904858,12.327744123338775,200
1.92,0,abab,0.6667542051415841,0.18767792978255127,0.398901198409198,1.0656554035507821,12.534432134924135,200
1.96,0,abab,0.7213246380487205,0.17957162518391045,0.3924370701007024,1.1137617081494229,12.740896263232628,200
2.0,0,abab,0.7748944596119683,0.17225343419362246,0.38618543952774276,1.161079899139711,12.947147893805589,200
2.04,0,abab,0.8275982466424956,0.16559938587548984,0.38013570081534803,1.2077339474578437,13.153197632517983,200
2.08,0,abab,0.8795429601994724,0.1595124125684482,0.374277960565413,1.2538209207648854,13.35905537276792,200
2.12,0,abab,0.9308153319259016,0.15391502376684532,0.36860297764058664,1.2994183095664882,13.564730355692745,200
2.16,0,abab,0.9814868862508368,0.14874433800590225,0.3631021090765947,1.3445889953274315,13.770231224256738,200
2.2,0,abab,1.0316174616808127,0.1439486102576865,0.3577672613948344,1.389384723075647,13.975566071938498,200
2.24,0,abab,1.0812577452881778,0.13948474135938146,0.3525908466857746,1.4338485919739523,14.18074248664756,200
2.2800000000000002,0,abab,1.130451138697552,0.13531645171837967,0.3475657429174022,1.4780168816149541,14.38576759041593,200
2.3200000000000003,0,abab,1.179235159311609,0.1314129160275365,0.34268525799418814,1.5219204173057972,14.590648075339146,200
2.3600000000000003,0,abab,1.2276425110116966,0.12774772516877814,0.33794309715285903,1.5655856081645556,14.795390236180474,200
2.4000000000000004,0,abab,1.2757019150440037,0.12429808495599703,0.3333333333333333,1.609035248377337,15.0,200
2.4400000000000004,0,abab,1.3234387637788632,0.12104418934655961,0.32885038020791124,1.6522891439867744,15.20448295312542,200
2.4800000000000004,0,abab,1.370875641538752,0.11796872420425318,0.32448896759032864,1.6953646091290806,15.408844365743006,200
2.5200000000000005,0,abab,1.4180327442168885,0.1150564701368848,0.32024411897956034,1.738276863196449,15.613089214353774,200
2.5600000000000005,0,abab,1.4649282208265721,0.11229398148469245,0.31611113102206934,1.7810393518486416,15.817222202311264,200
2.6000000000000005,0,abab,1.5115784541109494,0.10966932452117056,0.3120855547012141,1.8236640088121634,16.021247778632123,200
2.6399999999999997,0,abab,1.5579982930645302,0.10717186218450768,0.3081631780842952,1.8661614711488255,16.225170155249035,200
2.6799999999999997,0,abab,1.6042012471269536,0.10479207572966852,0.30434001047671105,1.9085412576036647,16.42899332285662,200
2.7199999999999998,0,abab,1.6501996495460831,0.102521415937949,0.3006122678493013,1.9508119173953844,16.632721065484027,200
2.76,0,abab,1.6960047957292543,0.1003521781845812,0.2969763594194977,1.992981155148752,16.83635697391383,200
2.8,0,abab,1.7416270611425764,0.09827739691107001,0.2934288752796867,2.035055936422263,17.039904458053645,200
2.84,0,abab,1.7870760023637944,0.09629075599211658,0.2899665749774223,2.0770425773412167,17.24336675835591,200
2.88,0,abab,1.8323604441634131,0.09438651220787699,0.28658637696204314,2.1189468211254563,17.446746956371285,200
2.92,0,abab,1.8774885549239948,0.09255942958833649,0.2832853488210021,2.160773903744997,17.65004798451233,200
2.96,0,abab,1.9224679122672674,0.09080472282910018,0.2800606982369656,2.202528610504233,17.853272635096367,200
3.0,0,abab,1.967305560412699,0.08911800831702577,0.2769097646036087,2.2442153250163077,18.056423568729723,200
